0.722558 0.00420043 -0.0972021 -0.68443 0.717883 0.0238666 0.125277 -0.684383 -0.593475 0.0522425 0.118915 0.794303 
0.722558 0.00420043 -0.0972021 -0.68443 0.717399 0.0237184 0.125411 -0.684871 -0.593376 0.0496078 0.114773 0.795155 
0.721186 0.00454448 -0.0959148 -0.686055 0.71659 0.022933 0.125542 -0.685721 -0.592926 0.0466408 0.110728 0.796243 
0.720855 0.00522532 -0.0931784 -0.686775 0.71659 0.022933 0.125542 -0.685721 -0.592978 0.0444338 0.107618 0.796757 
0.720401 0.0066731 -0.0899772 -0.687664 0.715697 0.0235825 0.125753 -0.686591 -0.592725 0.0427103 0.109052 0.796844 
0.71999 0.00815757 -0.086525 -0.688522 0.71395 0.0275148 0.128684 -0.68772 -0.592291 0.0400778 0.107844 0.797468 
0.719717 0.00951787 -0.0845948 -0.689029 0.71395 0.0275148 0.128684 -0.68772 -0.592033 0.0361849 0.10304 0.79848 
0.719781 0.0112394 -0.0825488 -0.689185 0.713005 0.029742 0.13068 -0.688231 -0.592331 0.0328347 0.0967871 0.799186 
0.720426 0.0123649 -0.0812134 -0.688649 0.712535 0.0317619 0.133027 -0.688178 -0.59274 0.0310075 0.0931025 0.799393 
0.721205 0.013226 -0.0798328 -0.687979 0.712285 0.0336951 0.135363 -0.687889 -0.593183 0.0297349 0.0911633 0.799336 
0.722101 0.0138071 -0.0788485 -0.687141 0.712129 0.0348765 0.137049 -0.687658 -0.593675 0.0289487 0.0910586 0.799012 
0.722568 0.0142837 -0.0781067 -0.686725 0.712383 0.0351114 0.137407 -0.687311 -0.593764 0.0280867 0.090698 0.799018 
0.722587 0.0142109 -0.0776937 -0.686753 0.71274 0.0349927 0.137394 -0.68695 -0.593946 0.0277266 0.0892699 0.799056 
0.722498 0.0136976 -0.0774162 -0.686889 0.71285 0.0346033 0.137379 -0.686859 -0.593583 0.0288755 0.0885987 0.79936 
0.722551 0.0131096 -0.0771936 -0.68687 0.713077 0.0333342 0.136773 -0.686806 -0.59273 0.0301484 0.0886976 0.799934 
0.722551 0.0131096 -0.0771936 -0.68687 0.713077 0.0333342 0.136773 -0.686806 -0.591375 0.0327472 0.0889553 0.800806 
0.722258 0.0119277 -0.0780743 -0.687099 0.712794 0.0310465 0.136528 -0.687256 -0.591375 0.0327472 0.0889553 0.800806 
0.721804 0.0107208 -0.0792988 -0.687456 0.71318 0.0290288 0.135657 -0.687116 -0.589735 0.0363227 0.0904214 0.801696 
0.719672 0.0122399 -0.0773697 -0.689882 0.714205 0.0277088 0.135055 -0.686225 -0.588211 0.0399581 0.091761 0.802491 
0.719672 0.0122399 -0.0773697 -0.689882 0.714205 0.0277088 0.135055 -0.686225 -0.587312 0.0454171 0.0928992 0.802728 
0.719227 0.0116898 -0.0752042 -0.690594 0.713443 0.0247214 0.136312 -0.686882 -0.586556 0.0521983 0.094276 0.802707 
0.718679 0.0107946 -0.0735046 -0.691362 0.713443 0.0247214 0.136312 -0.686882 -0.585349 0.0571102 0.0975132 0.802867 
