0.690176 -0.01185 0.0553297 -0.721425 0.727972 -0.0821595 -0.20303 -0.649681 0.568027 0.255248 0.477764 -0.619626 
0.691351 -0.0124883 0.0548239 -0.720328 0.727972 -0.0821595 -0.20303 -0.649681 0.568027 0.255248 0.477764 -0.619626 
0.692626 -0.0134978 0.0530963 -0.719214 0.728057 -0.0818805 -0.203116 -0.649594 0.568103 0.254993 0.477494 -0.619868 
0.692626 -0.0134978 0.0530963 -0.719214 0.727986 -0.0825847 -0.204006 -0.649305 0.568103 0.254993 0.477494 -0.619868 
0.693225 -0.0137672 0.0522338 -0.718694 0.727905 -0.0828261 -0.204792 -0.649118 0.568184 0.254453 0.476744 -0.620593 
0.694236 -0.0145327 0.0509135 -0.717798 0.727539 -0.083249 -0.205448 -0.649267 0.568475 0.254304 0.476006 -0.620954 
0.694433 -0.0150317 0.0502475 -0.717644 0.727406 -0.0831318 -0.205782 -0.649326 0.568504 0.254119 0.476147 -0.620895 
0.694137 -0.0152481 0.0499035 -0.717949 0.727202 -0.0832433 -0.205724 -0.649558 0.568364 0.253714 0.476247 -0.621112 
0.693836 -0.0155266 0.0495194 -0.718261 0.726851 -0.0833425 -0.205759 -0.649926 0.568019 0.253355 0.476518 -0.621366 
0.693328 -0.0154101 0.050066 -0.718715 0.726499 -0.0833092 -0.205626 -0.650367 0.568105 0.253022 0.476355 -0.621549 
0.692893 -0.0153093 0.050526 -0.719105 0.726179 -0.0835186 -0.205804 -0.65064 0.568139 0.252899 0.476448 -0.621496 
0.6921 -0.0153807 0.0507905 -0.719849 0.726055 -0.0835029 -0.205574 -0.650854 0.568232 0.252544 0.476441 -0.621561 
0.691923 -0.0152839 0.0511111 -0.719998 0.725841 -0.0836642 -0.205664 -0.651043 0.568373 0.252365 0.476357 -0.621569 
0.691245 -0.01545 0.0510915 -0.720646 0.725831 -0.0835058 -0.205491 -0.651129 0.568373 0.252365 0.476357 -0.621569 
0.690469 -0.0147023 0.0518393 -0.721352 0.725731 -0.0837153 -0.205463 -0.651223 0.568514 0.25196 0.476389 -0.621579 
0.688979 -0.0137771 0.0535052 -0.722673 0.725731 -0.0837153 -0.205463 -0.651223 0.568514 0.25196 0.476389 -0.621579 
0.68752 -0.0133382 0.0543564 -0.724005 0.725712 -0.0838746 -0.205414 -0.65124 0.568978 0.25154 0.476091 -0.621554 
0.686035 -0.0128193 0.0547819 -0.72539 0.725712 -0.0838746 -0.205414 -0.65124 0.569228 0.251195 0.475719 -0.621749 
0.683912 -0.0121376 0.0556031 -0.727341 0.725786 -0.0841404 -0.205705 -0.65103 0.569588 0.250961 0.475226 -0.621891 
0.683912 -0.0121376 0.0556031 -0.727341 0.725798 -0.0845801 -0.206062 -0.650847 0.569588 0.250961 0.475226 -0.621891 
0.68111 -0.0109608 0.0570037 -0.729876 0.725771 -0.0846566 -0.206367 -0.650771 0.569745 0.250717 0.475134 -0.621916 
0.676409 -0.0102307 0.0580814 -0.734162 0.725743 -0.0844532 -0.206093 -0.650916 0.569943 0.250017 0.474877 -0.622212 
0.676409 -0.0102307 0.0580814 -0.734162 0.725542 -0.0846823 -0.206315 -0.651039 0.569943 0.250017 0.474877 -0.622212 
