-0.609853 -0.110228 -0.0647161 0.782139 -0.667167 -0.0933273 -0.250521 0.695282 0.294818 -0.488078 -0.743765 -0.34882 
-0.610666 -0.108917 -0.0628579 0.78184 -0.667966 -0.0914976 -0.248466 0.695496 0.292483 -0.489008 -0.744845 -0.347176 
-0.611541 -0.107222 -0.0611784 0.781523 -0.669239 -0.0895105 -0.246687 0.695164 0.291358 -0.489326 -0.745194 -0.346925 
-0.612268 -0.10589 -0.0594407 0.781269 -0.67022 -0.0876363 -0.245024 0.695046 0.291358 -0.489326 -0.745194 -0.346925 
-0.612882 -0.104836 -0.0578395 0.78105 -0.671317 -0.085678 -0.243443 0.694787 0.290042 -0.489505 -0.745607 -0.346888 
-0.613409 -0.103785 -0.0565716 0.78087 -0.672242 -0.0840086 -0.242108 0.694563 0.288117 -0.489986 -0.746123 -0.346704 
-0.61381 -0.103179 -0.0558814 0.780685 -0.672906 -0.082632 -0.241314 0.694361 0.288117 -0.489986 -0.746123 -0.346704 
-0.613905 -0.102793 -0.0556175 0.78068 -0.673299 -0.0819021 -0.240927 0.694201 0.287596 -0.490124 -0.746178 -0.346822 
-0.613905 -0.102793 -0.0556175 0.78068 -0.672941 -0.082404 -0.241785 0.694191 0.287642 -0.490082 -0.746181 -0.346837 
-0.613215 -0.10286 -0.056515 0.781149 -0.672941 -0.082404 -0.241785 0.694191 0.287631 -0.490752 -0.746167 -0.345927 
-0.613643 -0.102959 -0.0575299 0.780726 -0.672667 -0.0834361 -0.242766 0.69399 0.288493 -0.491153 -0.745539 -0.345994 
-0.613643 -0.102959 -0.0575299 0.780726 -0.672712 -0.0846904 -0.244294 0.693258 0.289225 -0.491572 -0.744983 -0.345985 
-0.613136 -0.1039 -0.0596477 0.78084 -0.672235 -0.0863715 -0.245914 0.69294 0.29218 -0.490651 -0.743224 -0.348584 
-0.612738 -0.104258 -0.0603599 0.78105 -0.672861 -0.0880659 -0.247205 0.691659 0.29218 -0.490651 -0.743224 -0.348584 
-0.613951 -0.104218 -0.0602894 0.780108 -0.672803 -0.090672 -0.250009 0.69037 0.299038 -0.490862 -0.73856 -0.352364 
-0.614645 -0.104625 -0.0602707 0.779508 -0.67388 -0.0923943 -0.250359 0.688963 0.305195 -0.490045 -0.734526 -0.356627 
